@@1514,8,March
@@1514,161,Martin
@@1514,173,Roman
@@1514,288,Torgau
@@1514,311,Augsburg
@@1514,407,March
@@1514,413,Frederick
@@1514,481,Ansbach
@@1514,483,Franconia
@@1514,489,Frederick
@@1514,634,Frederick
@@1514,868,Wittenberg
@@1514,875,Martin
@@1514,931,Adrian
@@1514,1069,Kaliningrad
@@1514,1194,Torgau
@@1514,1225,Augsburg
@@1514,1540,Frederick
@@1514,1646,March
@@1514,1809,Roman
@@1514,2081,Frederick
@@1514,2118,Anna
@@1514,2122,March
@@1514,2149,Frederick
@@2514,3,Aswan
@@2514,55,Aswan
@@2514,58,Aswan
@@2514,71,Aswan
@@2514,105,Aswan
@@2514,196,Aswan
@@2514,318,Alexandria
@@2514,340,Aswan
@@2514,367,Aswan
@@2514,369,Alexandria
@@2514,373,Aswan
@@2514,391,Aswan
@@2514,393,Luxor
@@2514,406,Aswan
@@2514,526,Aswan
@@2514,567,Aswan
@@2514,608,Aswan
@@2514,646,Aswan
@@2514,685,South Valley
@@2514,696,Aswan
@@2514,700,Hurghada
@@2514,739,Aswan
@@2514,752,Aswan
@@2514,779,Aswan
@@2514,871,Aswan
@@2514,876,Aswan
@@2514,915,Aswan
@@2514,920,Aswan
@@2514,943,Aswan
@@2514,959,Aswan
@@2514,977,Aswan
@@2514,984,Luxor
@@2514,986,Kitchener
@@2514,990,Temple
@@3514,17,Elizabeth
@@3514,427,Police
@@3514,492,Independence
@@4514,123,Monsanto
@@4514,143,Liberty
@@4514,168,Clearfield
@@4514,199,Clearfield
@@4514,229,Union
@@4514,559,Monsanto
@@4514,841,Monsanto
@@4514,884,Monsanto
@@4514,916,Florida
@@4514,939,Puerto Rico
@@4514,1129,Monsanto
@@4514,1317,Mexico
@@4514,1331,Mexico
@@4514,1376,Mexico
@@4514,1427,Oaxaca
@@4514,1623,Monsanto
@@4514,1840,Federal
@@4514,1927,Central
@@4514,1945,Salvador
@@4514,2004,Monsanto
@@4514,2016,Beijing
@@6514,2,Dublin
@@6514,5,Dublin
@@6514,30,Dublin
@@6514,47,Dublin
@@6514,62,Dublin
@@6514,81,Norman
@@6514,90,Dublin
@@6514,112,Dublin
@@6514,118,Dublin
@@6514,138,Dublin
@@6514,177,Dublin
@@6514,181,Dublin
@@6514,186,Dublin
@@6514,192,Dublin
@@6514,262,Dublin
@@6514,283,Dublin
@@6514,287,Dublin
@@6514,342,Dublin
@@6514,356,Republic
@@6514,387,Dublin
@@6514,414,Dublin
@@6514,415,Central
@@6514,417,Dublin
@@6514,420,Dublin
@@6514,423,Dublin
@@6514,426,Dublin
@@6514,429,Dublin
@@6514,432,Dublin
@@6514,435,Dublin
@@6514,438,Dublin
@@6514,441,Dublin
@@6514,444,Dublin
@@6514,462,Dublin
@@6514,466,Dublin
@@6514,486,Republic
@@6514,514,Dublin
@@6514,528,Dublin
@@6514,562,Dublin
@@6514,608,Dublin
@@6514,612,Dublin
@@6514,624,Dublin
@@6514,645,Dublin
@@6514,661,Dublin
@@6514,667,Dublin
@@6514,682,Dublin
@@6514,708,Dublin
@@6514,746,Union
@@6514,755,Dublin
@@6514,762,Dublin
@@6514,779,Dublin
@@6514,805,Dublin
@@6514,837,Dublin
@@6514,843,Dublin
@@6514,861,Dublin
@@6514,863,Dublin
@@6514,873,Dublin
@@6514,882,Dublin
@@6514,916,Dublin
@@6514,933,Dublin
@@6514,947,Dublin
@@6514,970,Dublin
@@6514,993,Dublin
@@6514,1032,Dublin
@@6514,1036,Dublin
@@6514,1043,Dublin
@@6514,1062,Dublin
@@6514,1101,Metro
@@6514,1106,Most
@@6514,1183,Dublin
@@6514,1201,Dublin
@@6514,1202,Metro
@@6514,1208,Dublin
@@6514,1218,Dublin
@@6514,1229,Dublin
@@6514,1326,Dublin
@@6514,1340,Union
@@6514,1385,Dublin
@@6514,1400,Dublin
@@6514,1416,Dublin
@@6514,1435,Dublin
@@6514,1438,Dublin
@@6514,1458,Dublin
@@6514,1492,Dublin
@@6514,1542,Dublin
@@6514,1579,Dublin
@@6514,1602,Dublin
@@6514,1633,Adamstown
@@6514,1639,Balbriggan
@@6514,1667,Bayside
@@6514,1669,Beaumont
@@6514,1675,Blanchardstown
@@6514,1689,Cabra
@@6514,1725,Donaghmede
@@6514,1747,Finglas
@@6514,1811,Lucan
@@6514,1815,Malahide
@@6514,1817,Marino
@@6514,1828,Newcastle
@@6514,1858,Rialto
@@6514,1870,Sandyford
@@6514,1880,Smithfield
@@6514,1888,Sutton
@@6514,1890,Swords
@@6514,1892,Tallaght
@@7514,16,York
@@7514,96,Man
@@7514,97,Of
@@7514,98,Central
@@7514,100,David
@@7514,310,Peekskill
@@7514,313,York
@@7514,351,Saratoga
@@7514,354,York
@@7514,358,Van
@@7514,365,New York City
@@7514,366,York
@@7514,402,New York City
@@7514,403,York
@@7514,466,Taylor
@@7514,502,Most
@@7514,528,Boston
@@7514,583,York
@@7514,640,Winthrop
@@7514,680,Man
@@7514,808,Bellevue
@@7514,851,Man
@@7514,879,Best
@@9514,97,Bergen
@@9514,120,Bergen
@@9514,180,Bergen
@@9514,267,Leipzig
@@9514,301,Leipzig
@@9514,408,Karlshamn
@@9514,420,Leipzig
@@9514,450,Copenhagen
@@9514,578,Copenhagen
@@9514,595,Oslo
@@9514,641,Rome
@@9514,777,Bergen
@@9514,804,Leipzig
@@9514,825,Cambridge
@@9514,833,Oxford
@@9514,866,Paris
@@9514,1077,March
@@9514,1110,March
@@9514,1160,Copenhagen
@@9514,1211,Peer
@@9514,1241,Peer
@@9514,1267,Peer
@@9514,1302,Peer
@@9514,1316,Peer
@@9514,1342,Peer
@@9514,1584,Peer
@@9514,1626,Male
@@9514,1703,Peer
@@9514,1729,Peer
@@9514,1842,Spring
@@9514,1867,Wedding
@@9514,1892,March
@@12514,711,Golden
@@12514,1040,Adam
@@12514,1553,Athens
@@12514,1774,Lyon
@@12514,1904,Most
@@12514,2118,Cambridge
@@12514,2167,Arles
@@12514,2194,Avignon
@@12514,2338,Baghdad
@@12514,2414,Of
@@12514,2733,Most
@@12514,2888,Chico
@@12514,2892,Pereira
@@12514,3033,David
@@12514,3420,Most
@@12514,3486,Mannheim
@@12514,3940,Asia
@@12514,4064,Central
@@12514,4156,Central
@@12514,4260,Pontianak
@@12514,4402,Pop
@@12514,4632,Dalai
@@12514,4681,Mexico
@@12514,4748,Gallup
@@12514,5206,Washington
@@12514,5207,Irving
@@12514,5289,Sheridan
@@12514,5533,Kingston
@@12514,5535,Ontario
@@12514,5576,Campbell
@@12514,5610,Suffolk
@@12514,5772,Casper
@@12514,6161,Most
@@12514,6321,Asia
@@17514,38,Republic
@@17514,117,Riga
@@17514,163,Riga
@@17514,289,Roman
@@17514,293,Republic
@@17514,330,Union
@@17514,401,Union
@@17514,552,Rome
@@17514,743,Mariana
@@17514,745,Livonia
@@17514,750,Riga
@@17514,829,Livonia
@@17514,884,Livonia
@@17514,963,Livonia
@@17514,973,Riga
@@17514,979,Livonia
@@17514,1161,Livonia
@@17514,1190,Livonia
@@17514,1217,Riga
@@17514,1240,Riga
@@17514,1269,Riga
@@17514,1272,Riga
@@17514,1289,Riga
@@17514,1295,Riga
@@17514,1309,Moscow
@@17514,1436,Young
@@17514,1519,Young
@@17514,1564,Riga
@@17514,1607,Riga
@@17514,1627,Independence
@@17514,1704,Riga
@@17514,1714,Independence
@@17514,2030,Union
@@17514,2159,Most
@@17514,2192,Union
@@17514,2229,Moscow
@@17514,2325,Union
@@17514,2554,Union
@@17514,2572,Union
@@17514,2587,Republic
@@17514,2617,Most
@@17514,2654,Police
@@17514,2914,March
@@17514,2951,Moscow
@@17514,3062,Moscow
@@17514,3070,Union
@@17514,3092,Jelgava
@@17514,3097,Riga
@@17514,3102,Daugavpils
@@17514,3104,Valmiera
@@17514,3215,Union
@@17514,3261,Union
@@17514,3282,Riga
@@17514,3416,March
@@17514,3433,Republic
@@17514,3443,Republic
@@17514,3453,Moscow
@@17514,3481,Republic
@@17514,3492,Riga
@@17514,3510,Moscow
@@17514,3538,March
@@17514,3638,Republic
@@17514,3717,Union
@@17514,4009,Most
@@17514,4110,Riga
@@17514,4196,Daugavpils
@@17514,4302,Spring
@@17514,4313,Most
@@17514,4391,Union
@@17514,4481,Of
@@17514,4738,Washington
@@17514,4740,Bern
@@17514,5006,Central
@@17514,5180,Roman
@@17514,5274,Daugavpils
@@17514,5278,Jelgava
@@17514,5286,Riga
@@17514,5288,Valmiera
@@17514,5290,Ventspils
@@17514,5353,Riga
@@17514,5405,Riga
@@17514,5444,Riga
@@17514,5563,Union
@@17514,5671,Riga
@@17514,5677,Union
@@17514,5837,Union
@@17514,5910,Riga
@@17514,5915,Union
@@17514,5946,Riga
@@17514,5950,Riga
@@17514,6006,Summit
@@17514,6011,Riga
@@17514,6037,Union
@@17514,6252,Police
@@17514,6419,Union
@@17514,6567,March
@@17514,6642,Riga
@@17514,6694,Tallinn
@@17514,6717,Kaunas
@@17514,6731,Tartu
@@17514,6750,Tallinn
@@17514,6846,Union
@@17514,6991,Union
@@17514,7212,Union
@@17514,7368,York
@@17514,7403,Asia
@@17514,7508,Republic
@@17514,7636,Most
@@17514,7655,Ventspils
@@17514,7672,Ventspils
@@17514,7696,Riga
@@17514,7935,Union
@@17514,7977,March
@@17514,8057,Daugavpils
@@17514,8384,Central
@@17514,8551,Riga
@@17514,8573,Riga
@@17514,8579,Riga
@@17514,8607,Riga
@@17514,8632,Daugavpils
@@17514,9227,Union
@@17514,9316,Riga
@@17514,9508,Riga
@@17514,9532,Riga
@@17514,9629,Riga
@@17514,9663,Ventspils
@@19514,11,Rome
@@19514,96,Goa
@@19514,146,Versailles
@@19514,153,Prague
@@19514,164,Prague
@@19514,201,London
@@19514,229,Bangkok
@@19514,244,Cochrane
@@19514,277,York
@@19514,359,Independence
@@19514,372,Union
@@19514,407,Potomac
@@19514,435,Burke
@@19514,438,Frederick
@@19514,446,Phoenix
@@19514,450,Dublin
@@19514,483,Paris
@@19514,493,Republic
@@19514,533,Beirut
@@19514,566,Deal
@@19514,645,March
@@19514,665,Republic
@@19514,718,Prague
@@19514,779,Westminster
@@19514,799,Hindley
@@19514,829,Ankara
@@19514,919,Seoul
@@19514,984,Clinton
@@19514,1056,Houston
@@19514,1169,Cleveland
@@19514,1173,Ariel
@@19514,1174,Castro
@@19514,1386,Roman
@@19514,1426,Grove
@@19514,1428,Gilbert
@@19514,1520,Rutherford
@@19514,1744,Golden
@@19514,1835,Lacey
@@19514,1903,Nelson
@@19514,1918,Granger
@@19514,2094,Vladimir
@@19514,2159,Wright
@@19514,2236,Taylor
@@19514,2269,Bath
@@19514,2339,Campbell
@@19514,2356,Ariel
@@19514,2370,David
@@19514,2418,Milton
@@19514,2472,Murakami
@@19514,2548,Martin
@@19514,2597,Mary
@@19514,2653,Liberia
@@19514,2776,Lynn
@@19514,2839,Ron
@@19514,2879,Flores
@@19514,2948,Downey
@@19514,3185,Jackson
@@19514,3201,Martin
@@19514,3213,Takahashi
@@19514,3374,Oliveira
@@19514,3436,Witten
@@19514,3577,Tyler
@@19514,3586,Roman
@@19514,3725,Preston
@@19514,3816,Beaufort
@@19514,3883,Cornelius
@@19514,3897,Laval
@@19514,3914,Grafton
@@19514,3935,Schwerin
@@19514,3950,Santander
@@19514,3961,Republic
@@19514,3965,Granada
@@19514,3989,David
@@19514,4008,Burke
@@19514,4022,Frederick
@@19514,4311,Mary
@@19514,4362,Central
@@19514,4514,Murray
@@19514,4604,Virginia
@@19514,4888,Carney
@@19514,4905,Albemarle
@@19514,4914,Esperanza
@@19514,4955,Wil
@@19514,5008,Antony
@@19514,5009,Hopkins
@@19514,5099,Middleton
@@19514,5109,Antioch
@@19514,5111,Roman
@@19514,5117,Lunel
@@19514,5124,Cassino
@@19514,5158,Spring
@@19514,5213,Lebanon
@@19514,5221,Jamaica
@@21514,78,Of
@@21514,1863,Anderson
@@21514,2612,Houston
@@21514,2897,Boston
@@21514,3256,Carolina
@@21514,4408,Conde
@@21514,5885,Most
@@21514,6317,Most
@@22514,599,Roman
@@22514,672,Golden
@@22514,812,Laurel
@@22514,1671,Laurel
@@22514,1759,Roman
@@22514,1856,Most
@@22514,1945,Roman
@@22514,2190,Roman
@@22514,2223,Roman
@@22514,2297,Howard
@@22514,2301,Brad
@@24514,2004,Hashimoto
@@24514,2712,Edinburgh
@@24514,3602,David
@@24514,4660,Nancy
@@26514,2,Zolochiv
@@26514,56,Ithaca
@@26514,59,York
@@26514,75,Zolochiv
@@26514,332,Most
@@26514,364,Zolochiv
@@26514,409,Zolochiv
@@26514,424,New York City
@@26514,425,York
@@26514,448,Columbia
@@26514,451,Columbia
@@26514,509,Lawrence
@@26514,592,Of
@@26514,756,New York City
@@26514,757,York
@@26514,901,Same
@@26514,905,Same
@@26514,946,Centennial
@@30514,8,London
@@30514,165,Central
@@30514,166,London
@@30514,349,Wakefield
@@30514,384,London
@@30514,397,London
@@30514,465,Roses
@@30514,557,Roses
@@30514,879,David
@@30514,1251,Victoria
@@30514,1252,Mary
@@30514,1361,Ron
@@30514,1396,Four Corners
@@30514,1470,Guildford
@@30514,1534,York
@@30514,1670,March
@@30514,1696,Washington
@@30514,1700,Atlantic City
@@30514,1703,Boston
@@30514,1707,York
@@30514,1717,Las Vegas
@@30514,1721,Los Angeles
@@30514,1726,Glasgow
@@30514,1728,Manchester
@@30514,1730,Birmingham
@@30514,1732,London
@@30514,1734,Dublin
@@30514,1737,Nottingham
@@30514,1749,March
@@30514,1764,New York City
@@30514,1765,York
@@30514,1987,March
@@30514,1994,Washington
@@30514,2016,Howard
@@30514,2122,March
@@30514,2142,Chicago
@@30514,2144,Detroit
@@30514,2146,Baltimore
@@30514,2148,Washington
@@30514,2152,Boston
@@30514,2155,New York City
@@30514,2156,York
@@30514,2264,Stockton
@@30514,2268,Stockton-on-Tees
@@30514,2280,Paris
@@30514,2290,March
@@30514,2353,London
@@30514,2368,Dublin
@@30514,2938,Country Club
@@30514,2940,London
@@30514,3018,Paris
@@31514,133,Man
@@31514,186,Denver
@@31514,437,Golden
@@31514,542,Man
@@31514,637,Manhattan
@@31514,743,York
@@31514,756,Boom
@@31514,757,Boom
@@31514,854,Boom
@@31514,855,Boom
@@31514,867,Boom
@@31514,868,Boom
@@31514,893,Boom
@@31514,894,Boom
@@31514,911,Boom
@@31514,912,Boom
@@31514,985,Puma
@@31514,1000,Puma
@@31514,1005,Puma
@@31514,1014,Puma
@@31514,1018,Puma
@@31514,1044,Puma
@@31514,1090,Phoenix
@@31514,1214,Man
@@31514,1354,Man
@@31514,1387,Man
@@31514,1429,Imperial
@@31514,1908,Ceres
@@31514,2191,Man
@@31514,2282,Man
@@31514,2576,Man
@@33514,176,Naples
@@33514,206,Alliance
@@33514,235,Vienna
@@33514,297,Parma
@@33514,304,Parma
@@33514,309,Naples
@@33514,327,Livonia
@@33514,541,Poltava
@@33514,587,Anna
@@33514,592,Roman
@@33514,598,Frederick
@@33514,829,Milan
@@33514,838,Eugene
@@33514,885,Warsaw
@@33514,918,March
@@33514,948,Frederick
@@33514,975,Livonia
@@33514,980,Anna
@@33514,1167,Frederick
@@33514,1249,Elizabeth
@@33514,1264,Don Carlos
@@33514,1272,Parma
@@33514,1288,Naples
@@33514,1322,Milan
@@33514,1341,Republic
@@33514,1380,Alliance
@@33514,1387,Vienna
@@33514,1459,Roman
@@33514,1485,Turin
@@33514,1523,Naples
@@33514,1576,Frederick
@@33514,1619,Roman
@@33514,1672,Hanover
@@33514,1681,Imperial
@@33514,1704,Warsaw
@@33514,1801,Adam
@@33514,1868,Kehl
@@33514,1875,Strasbourg
@@33514,1955,Ettlingen
@@33514,1958,Karlsruhe
@@33514,1974,Eugene
@@33514,1984,Paris
@@33514,2003,Heilbronn
@@33514,2017,Berwick
@@33514,2038,Eugene
@@33514,2046,Frederick
@@33514,2083,Berwick
@@33514,2131,Eugene
@@33514,2156,Trier
@@33514,2229,Milan
@@33514,2264,Milan
@@33514,2295,Milan
@@33514,2320,Don Carlos
@@33514,2323,Parma
@@33514,2339,Naples
@@33514,2445,Turin
@@33514,2459,Parma
@@33514,2522,Frederick
@@33514,2680,Frederick
@@33514,2721,Cremona
@@33514,2770,Don Carlos
@@33514,2815,Capua
@@33514,2823,Naples
@@33514,2836,Bari
@@33514,2884,Bitonto
@@33514,2886,Capua
@@33514,2888,Gaeta
@@33514,2902,Gaeta
@@33514,2908,Capua
@@33514,2949,Stuart
@@33514,2966,Gaeta
@@33514,3080,Milan
@@33514,3146,Milan
@@33514,3293,Parma
@@33514,3296,Parma
@@33514,3317,Naples
@@35514,45,March
@@35514,64,London
@@35514,92,Yakutsk
@@35514,124,York
@@35514,126,Cork
@@35514,162,York
@@35514,205,Durham
@@35514,228,Durham
@@35514,231,Durham
@@35514,253,Mexico
@@35514,329,Victoria
@@35514,333,Westminster
@@35514,336,London
@@35514,477,Federal
@@35514,478,Republic
@@35514,480,Central
@@35514,552,Mexico
@@35514,560,Date
@@35514,655,Carolina
@@35514,663,Chatsworth
@@35514,674,Smyrna
@@35514,741,Irving
@@35514,810,Mach
@@35514,821,March
@@35514,836,March
@@35514,870,Shaw
@@35514,871,Billings
@@35514,964,Yamagata
@@35514,1038,Lawrence
@@35514,1139,Cleveland
@@35514,1147,Dalai
@@35514,1186,Date
@@35514,1227,Van
@@35514,1315,March
@@35514,1320,Martin
@@35514,1329,March
@@35514,1352,Jos
@@35514,1461,Evans
@@35514,1585,Date
@@35514,1595,Salvador
@@37514,148,Most
@@37514,371,Normal
@@37514,613,Union
@@37514,738,Warsaw
@@37514,1172,Portsmouth
@@37514,1176,Paducah
@@37514,1663,Most
@@37514,1710,Bradley
@@37514,1767,Vulcan
@@37514,2405,Geneva
@@37514,2674,Geneva
@@37514,2867,Republic
@@37514,2899,Union
@@37514,3160,Union
@@37514,3200,Republic
@@37514,3285,March
@@37514,3541,Normal
@@37514,4191,Most
@@37514,4950,Lynn
@@37514,6240,Siena
@@37514,6465,Robertson
@@37514,6620,Marshall
@@37514,6642,Marshall
@@37514,6657,Marshall
@@37514,6791,Amsterdam
@@37514,6944,Portsmouth
@@37514,6948,Oak Ridge
@@37514,6954,Paducah
@@39514,35,March
@@39514,42,Algeciras
@@39514,102,Date
@@39514,191,Florence
@@39514,281,Mary
@@39514,376,Salisbury
@@39514,378,Armenia
@@40514,36,Clay
@@40514,55,Republic
@@40514,105,Tyler
@@40514,141,Clay
@@40514,160,Mexico
@@40514,166,Clay
@@40514,191,Liberty
@@40514,195,Martin
@@40514,196,Van Buren
@@40514,276,Oregon
@@40514,302,Oregon
@@40514,332,Clay
@@40514,377,Union
@@40514,432,Carolina
@@40514,488,Columbia
@@40514,576,Republic
@@40514,603,Union
@@40514,621,Mexico
@@40514,648,Jackson
@@40514,654,Martin
@@40514,655,Van Buren
@@40514,676,Union
@@40514,699,Mexico
@@40514,722,Tyler
@@40514,724,Virginia
@@40514,741,Harrison
@@40514,745,Tyler
@@40514,790,Tyler
@@40514,808,Tyler
@@40514,841,Virginia
@@40514,860,Van
@@40514,870,Tyler
@@40514,905,Calhoun
@@40514,908,Carolina
@@40514,913,March
@@40514,928,Tyler
@@40514,971,Tyler
@@40514,973,Calhoun
@@40514,1007,Mexico
@@40514,1123,Clay
@@40514,1151,Clay
@@40514,1191,Clay
@@40514,1194,Harrison
@@40514,1265,Baltimore
@@40514,1270,Calhoun
@@40514,1275,Clay
@@40514,1282,Raleigh
@@40514,1309,Tyler
@@40514,1322,Mexico
@@40514,1332,Clay
@@40514,1439,Clay
@@40514,1469,Clay
@@40514,1496,Clay
@@40514,1502,Clay
@@40514,1514,Clay
@@40514,1566,Clay
@@40514,1622,Clay
@@40514,1639,Clay
@@40514,1682,Liberty
@@40514,1689,Clay
@@40514,1735,Calhoun
@@40514,1761,Tyler
@@40514,1764,Van Buren
@@40514,1768,Tyler
@@40514,1794,Calhoun
@@40514,1849,Van Buren
@@40514,1922,Tyler
@@40514,1940,Van Buren
@@40514,1956,Mexico
@@40514,1994,Martin
@@40514,1995,Van Buren
@@40514,2000,Clay
@@40514,2008,Mexico
@@40514,2016,Clay
@@40514,2018,Raleigh
@@40514,2021,Van Buren
@@40514,2027,Van
@@40514,2050,Martin
@@40514,2051,Van Buren
@@40514,2063,Tyler
@@40514,2075,Clay
@@40514,2106,Calhoun
@@40514,2108,Pakenham
@@40514,2157,Martin
@@40514,2158,Van Buren
@@40514,2169,Van Buren
@@40514,2188,Richmond
@@40514,2213,Calhoun
@@40514,2220,Tyler
@@40514,2232,Jackson
@@40514,2249,Hickory
@@40514,2252,Tyler
@@40514,2265,Republic
@@40514,2267,Houston
@@40514,2275,Tyler
@@40514,2285,Tyler
@@40514,2288,Jackson
@@40514,2302,Republic
@@40514,2332,Martin
@@40514,2333,Van Buren
@@40514,2358,Jackson
@@40514,2389,Van Buren
@@40514,2423,Martin
@@40514,2424,Van Buren
@@40514,2428,York
@@40514,2445,Buchanan
@@40514,2453,Calhoun
@@40514,2456,Carolina
@@40514,2476,Van
@@40514,2506,Walker
@@40514,2515,Buchanan
@@40514,2549,Franklin
@@40514,2550,Delano
@@40514,2551,Roosevelt
@@40514,2580,Van
@@40514,2626,Van Buren
@@40514,2667,Van Buren
@@40514,2675,Van Buren
@@40514,2689,Van
@@40514,2703,Buchanan
@@40514,2712,Calhoun
@@40514,2715,Woodbury
@@40514,2726,Van Buren
@@40514,2790,Martin
@@40514,2791,Van Buren
@@40514,2848,Van Buren
@@40514,2857,Van
@@40514,2871,Van Buren
@@40514,2904,Young
@@40514,2905,Hickory
@@40514,2917,Hickory
@@40514,2918,Jackson
@@40514,2925,Young
@@40514,2976,Calhoun
@@40514,3009,Oregon
@@40514,3066,York
@@40514,3074,Wright
@@40514,3080,York
@@40514,3093,Wright
@@40514,3105,Dallas
@@40514,3233,Benton
@@40514,3242,Tyler
@@40514,3264,Union
@@40514,3268,Tyler
@@40514,3282,Republic
@@40514,3290,Union
@@40514,3292,Tyler
@@40514,3294,Calhoun
@@40514,3320,Tyler
@@40514,3323,Tyler
@@40514,3347,Tyler
@@40514,3373,Tyler
@@40514,3419,Baltimore
@@40514,3470,Tyler
@@40514,3483,Clay
@@40514,3494,Tyler
@@40514,3540,Walker
@@40514,3557,Tyler
@@40514,3566,York
@@40514,3600,Tyler
@@40514,3613,Tyler
@@40514,3620,Jackson
@@40514,3623,Tyler
@@40514,3631,Tyler
@@40514,3659,Liberty
@@40514,3697,Clay
@@40514,3716,York
@@40514,3787,Oregon
@@40514,3816,Carthage
@@40514,3920,Clay
@@40514,3944,Clay
@@40514,3960,York
@@40514,3978,Liberty
@@40514,4027,Clay
@@40514,4038,Clay
@@40514,4083,Carolina
@@40514,4134,March
@@40514,4148,Mexico
